tweet_id,favorites,retweets,timestamp
858471635011153920,20813,4646,Sun Apr 30 00:02:42 +0000 2017
858107933456039936,15261,2784,Fri Apr 28 23:57:28 +0000 2017
857989990357356544,15602,2485,Fri Apr 28 16:08:49 +0000 2017
857746408056729600,33212,10193,Fri Apr 28 00:00:54 +0000 2017
857393404942143489,5716,1574,Thu Apr 27 00:38:11 +0000 2017
857263160327368704,19448,4338,Wed Apr 26 16:00:39 +0000 2017
857214891891077121,220,17,Wed Apr 26 12:48:51 +0000 2017
857062103051644929,0,164,Wed Apr 26 02:41:43 +0000 2017
857029823797047296,18332,3838,Wed Apr 26 00:33:27 +0000 2017
856543823941562368,15870,2775,Mon Apr 24 16:22:16 +0000 2017
856526610513747968,11544,1806,Mon Apr 24 15:13:52 +0000 2017
856330835276025856,0,646,Mon Apr 24 02:15:55 +0000 2017
856288084350160898,503,15,Sun Apr 23 23:26:03 +0000 2017
856282028240666624,27006,6068,Sun Apr 23 23:01:59 +0000 2017
855862651834028034,332,25,Sat Apr 22 19:15:32 +0000 2017
855860136149123072,4803,943,Sat Apr 22 19:05:32 +0000 2017
855857698524602368,11561,2042,Sat Apr 22 18:55:51 +0000 2017
855851453814013952,44558,17405,Sat Apr 22 18:31:02 +0000 2017
855818117272018944,25993,5246,Sat Apr 22 16:18:34 +0000 2017
855459453768019968,29103,7950,Fri Apr 21 16:33:22 +0000 2017
855245323840757760,0,5777,Fri Apr 21 02:22:29 +0000 2017
855138241867124737,0,43,Thu Apr 20 19:16:59 +0000 2017
854732716440526848,22245,5891,Wed Apr 19 16:25:34 +0000 2017
854482394044301312,28656,6677,Tue Apr 18 23:50:52 +0000 2017
854365224396361728,18476,4550,Tue Apr 18 16:05:17 +0000 2017
854120357044912130,31313,7268,Mon Apr 17 23:52:16 +0000 2017
854010172552949760,15898,3066,Mon Apr 17 16:34:26 +0000 2017
853760880890318849,28016,5588,Mon Apr 17 00:03:50 +0000 2017
853639147608842240,34020,9798,Sun Apr 16 16:00:07 +0000 2017
853299958564483072,15212,3468,Sat Apr 15 17:32:18 +0000 2017
852936405516943360,0,1952,Fri Apr 14 17:27:40 +0000 2017
852912242202992640,8882,1775,Fri Apr 14 15:51:39 +0000 2017
852672615818899456,14658,2105,Thu Apr 13 23:59:28 +0000 2017
852553447878664193,16035,3395,Thu Apr 13 16:05:56 +0000 2017
852311364735569921,32606,9733,Thu Apr 13 00:03:59 +0000 2017
852226086759018497,19657,6698,Wed Apr 12 18:25:07 +0000 2017
852189679701164033,11281,1555,Wed Apr 12 16:00:27 +0000 2017
851861385021730816,0,19,Tue Apr 11 18:15:55 +0000 2017
851591660324737024,16049,3412,Tue Apr 11 00:24:08 +0000 2017
851464819735769094,23919,6918,Mon Apr 10 16:00:07 +0000 2017
851224888060895234,20400,5628,Mon Apr 10 00:06:42 +0000 2017
850753642995093505,30417,8983,Sat Apr 08 16:54:09 +0000 2017
850380195714523136,12925,2566,Fri Apr 07 16:10:12 +0000 2017
850333567704068097,3418,324,Fri Apr 07 13:04:55 +0000 2017
850145622816686080,16130,3736,Fri Apr 07 00:38:06 +0000 2017
850019790995546112,20183,4798,Thu Apr 06 16:18:05 +0000 2017
849776966551130114,30127,7492,Thu Apr 06 00:13:11 +0000 2017
849668094696017920,0,4886,Wed Apr 05 17:00:34 +0000 2017
849412302885593088,15709,3121,Wed Apr 05 00:04:08 +0000 2017
849336543269576704,11300,1877,Tue Apr 04 19:03:06 +0000 2017
849051919805034497,41938,8361,Tue Apr 04 00:12:06 +0000 2017
848690551926992896,24957,4261,Mon Apr 03 00:16:10 +0000 2017
848324959059550208,24488,4546,Sun Apr 02 00:03:26 +0000 2017
848213670039564288,8101,722,Sat Apr 01 16:41:12 +0000 2017
848212111729840128,16186,3004,Sat Apr 01 16:35:01 +0000 2017
847978865427394560,0,3218,Sat Apr 01 01:08:10 +0000 2017
847971574464610304,0,426,Sat Apr 01 00:39:12 +0000 2017
847962785489326080,23320,5020,Sat Apr 01 00:04:17 +0000 2017
847842811428974592,5397,1318,Fri Mar 31 16:07:33 +0000 2017
847617282490613760,6944,410,Fri Mar 31 01:11:22 +0000 2017
847606175596138505,18628,3386,Fri Mar 31 00:27:14 +0000 2017
847251039262605312,20374,4268,Thu Mar 30 00:56:03 +0000 2017
847157206088847362,19751,5789,Wed Mar 29 18:43:12 +0000 2017
847116187444137987,21327,3146,Wed Mar 29 16:00:12 +0000 2017
846874817362120707,19972,3891,Wed Mar 29 00:01:05 +0000 2017
846514051647705089,44350,11453,Tue Mar 28 00:07:32 +0000 2017
846505985330044928,14025,3041,Mon Mar 27 23:35:28 +0000 2017
846153765933735936,31457,8972,Mon Mar 27 00:15:53 +0000 2017
846139713627017216,30879,9930,Sun Mar 26 23:20:02 +0000 2017
846042936437604353,15902,2843,Sun Mar 26 16:55:29 +0000 2017
845812042753855489,29094,8634,Sun Mar 26 01:38:00 +0000 2017
845677943972139009,25077,4758,Sat Mar 25 16:45:08 +0000 2017
845397057150107648,7605,1792,Fri Mar 24 22:08:59 +0000 2017
845306882940190720,23242,5355,Fri Mar 24 16:10:40 +0000 2017
845098359547420673,0,7598,Fri Mar 24 02:22:04 +0000 2017
844979544864018432,13576,2541,Thu Mar 23 18:29:57 +0000 2017
844973813909606400,15025,3169,Thu Mar 23 18:07:10 +0000 2017
844580511645339650,16418,3113,Wed Mar 22 16:04:20 +0000 2017
844223788422217728,13612,2185,Tue Mar 21 16:26:50 +0000 2017
843981021012017153,15149,2928,Tue Mar 21 00:22:10 +0000 2017
843856843873095681,21414,4594,Mon Mar 20 16:08:44 +0000 2017
843604394117681152,16850,2733,Sun Mar 19 23:25:35 +0000 2017
843235543001513987,21481,6001,Sat Mar 18 22:59:54 +0000 2017
842846295480000512,15258,3627,Fri Mar 17 21:13:10 +0000 2017
842765311967449089,6723,1279,Fri Mar 17 15:51:22 +0000 2017
842535590457499648,18085,3493,Fri Mar 17 00:38:32 +0000 2017
842163532590374912,24441,5777,Thu Mar 16 00:00:07 +0000 2017
842115215311396866,13974,3023,Wed Mar 15 20:48:07 +0000 2017
841833993020538882,0,15074,Wed Mar 15 02:10:39 +0000 2017
841680585030541313,25719,7789,Tue Mar 14 16:01:03 +0000 2017
841439858740625411,12663,3686,Tue Mar 14 00:04:30 +0000 2017
841320156043304961,19803,5490,Mon Mar 13 16:08:50 +0000 2017
841314665196081154,15852,4649,Mon Mar 13 15:47:01 +0000 2017
841077006473256960,22894,5299,Mon Mar 13 00:02:39 +0000 2017
840761248237133825,0,1765,Sun Mar 12 03:07:56 +0000 2017
840728873075638272,0,16140,Sun Mar 12 00:59:17 +0000 2017
840698636975636481,175,2,Sat Mar 11 22:59:09 +0000 2017
840696689258311684,12305,974,Sat Mar 11 22:51:24 +0000 2017
840632337062862849,9020,1765,Sat Mar 11 18:35:42 +0000 2017
840370681858686976,16482,4539,Sat Mar 11 01:15:58 +0000 2017
840268004936019968,19303,5744,Fri Mar 10 18:27:58 +0000 2017
839990271299457024,13443,2278,Fri Mar 10 00:04:21 +0000 2017
839549326359670784,27532,7765,Wed Mar 08 18:52:12 +0000 2017
839290600511926273,0,144,Wed Mar 08 01:44:07 +0000 2017
839239871831150596,27196,6540,Tue Mar 07 22:22:32 +0000 2017
838952994649550848,19709,4008,Tue Mar 07 03:22:35 +0000 2017
838921590096166913,11193,2071,Tue Mar 07 01:17:48 +0000 2017
838916489579200512,0,35,Tue Mar 07 00:57:32 +0000 2017
838831947270979586,0,11035,Mon Mar 06 19:21:35 +0000 2017
838561493054533637,10978,1341,Mon Mar 06 01:26:54 +0000 2017
838476387338051585,22587,4782,Sun Mar 05 19:48:43 +0000 2017
838201503651401729,0,10090,Sun Mar 05 01:36:26 +0000 2017
838150277551247360,1676,332,Sat Mar 04 22:12:52 +0000 2017
838085839343206401,140,1,Sat Mar 04 17:56:49 +0000 2017
838083903487373313,17704,3145,Sat Mar 04 17:49:08 +0000 2017
837820167694528512,34280,7886,Sat Mar 04 00:21:08 +0000 2017
837482249356513284,3860,444,Fri Mar 03 01:58:22 +0000 2017
837471256429613056,12863,2283,Fri Mar 03 01:14:41 +0000 2017
837110210464448512,16138,2372,Thu Mar 02 01:20:01 +0000 2017
836989968035819520,12822,2294,Wed Mar 01 17:22:13 +0000 2017
836753516572119041,19414,4659,Wed Mar 01 01:42:39 +0000 2017
836677758902222849,12666,2237,Tue Feb 28 20:41:37 +0000 2017
836648853927522308,0,555,Tue Feb 28 18:46:45 +0000 2017
836397794269200385,0,27648,Tue Feb 28 02:09:08 +0000 2017
836380477523124226,14846,3004,Tue Feb 28 01:00:19 +0000 2017
836260088725786625,21430,4321,Mon Feb 27 17:01:56 +0000 2017
836001077879255040,19199,4285,Sun Feb 26 23:52:43 +0000 2017
835685285446955009,0,8177,Sun Feb 26 02:57:52 +0000 2017
835574547218894849,17906,3643,Sat Feb 25 19:37:50 +0000 2017
835536468978302976,0,1713,Sat Feb 25 17:06:32 +0000 2017
835309094223372289,0,21093,Sat Feb 25 02:03:02 +0000 2017
835297930240217089,16577,3035,Sat Feb 25 01:18:40 +0000 2017
835264098648616962,7791,1713,Fri Feb 24 23:04:14 +0000 2017
835246439529840640,2118,73,Fri Feb 24 21:54:03 +0000 2017
835172783151792128,26332,5799,Fri Feb 24 17:01:22 +0000 2017
835152434251116546,22561,3038,Fri Feb 24 15:40:31 +0000 2017
834931633769889797,10877,1657,Fri Feb 24 01:03:08 +0000 2017
834786237630337024,21478,5536,Thu Feb 23 15:25:23 +0000 2017
834574053763584002,13768,2560,Thu Feb 23 01:22:14 +0000 2017
834477809192075265,0,10728,Wed Feb 22 18:59:48 +0000 2017
834458053273591808,9691,1695,Wed Feb 22 17:41:18 +0000 2017
834209720923721728,20750,4798,Wed Feb 22 01:14:30 +0000 2017
834167344700198914,15936,3685,Tue Feb 21 22:26:07 +0000 2017
834089966724603904,10127,2153,Tue Feb 21 17:18:39 +0000 2017
834086379323871233,13168,2226,Tue Feb 21 17:04:24 +0000 2017
833863086058651648,13513,2425,Tue Feb 21 02:17:06 +0000 2017
833826103416520705,18176,3802,Mon Feb 20 23:50:09 +0000 2017
833732339549220864,0,223,Mon Feb 20 17:37:34 +0000 2017
833722901757046785,20962,3251,Mon Feb 20 17:00:04 +0000 2017
833479644947025920,14955,2066,Mon Feb 20 00:53:27 +0000 2017
833124694597443584,20351,4886,Sun Feb 19 01:23:00 +0000 2017
832998151111966721,13374,2220,Sat Feb 18 17:00:10 +0000 2017
832769181346996225,0,39,Sat Feb 18 01:50:19 +0000 2017
832757312314028032,16986,3657,Sat Feb 18 01:03:09 +0000 2017
832682457690300417,11984,2945,Fri Feb 17 20:05:43 +0000 2017
832645525019123713,2955,535,Fri Feb 17 17:38:57 +0000 2017
832636094638288896,15980,2815,Fri Feb 17 17:01:29 +0000 2017
832397543355072512,12064,2237,Fri Feb 17 01:13:34 +0000 2017
832369877331693569,17337,3218,Thu Feb 16 23:23:38 +0000 2017
832273440279240704,11449,2360,Thu Feb 16 17:00:25 +0000 2017
832215909146226688,0,6263,Thu Feb 16 13:11:49 +0000 2017
832215726631055365,0,9425,Thu Feb 16 13:11:05 +0000 2017
832088576586297345,64,2,Thu Feb 16 04:45:50 +0000 2017
832040443403784192,0,9717,Thu Feb 16 01:34:34 +0000 2017
832032802820481025,18042,4705,Thu Feb 16 01:04:13 +0000 2017
831939777352105988,24232,6201,Wed Feb 15 18:54:34 +0000 2017
831926988323639298,342,34,Wed Feb 15 18:03:45 +0000 2017
831911600680497154,27874,6575,Wed Feb 15 17:02:36 +0000 2017
831670449226514432,10546,1843,Wed Feb 15 01:04:21 +0000 2017
831650051525054464,7221,1952,Tue Feb 14 23:43:18 +0000 2017
831552930092285952,9057,2334,Tue Feb 14 17:17:22 +0000 2017
831322785565769729,9361,1570,Tue Feb 14 02:02:51 +0000 2017
831315979191906304,6609,1135,Tue Feb 14 01:35:49 +0000 2017
831309418084069378,11866,2485,Tue Feb 14 01:09:44 +0000 2017
831262627380748289,12029,2068,Mon Feb 13 22:03:49 +0000 2017
830956169170665475,8061,1515,Mon Feb 13 01:46:03 +0000 2017
830583320585068544,67528,16975,Sun Feb 12 01:04:29 +0000 2017
830173239259324417,0,5756,Fri Feb 10 21:54:58 +0000 2017
830097400375152640,9909,2985,Fri Feb 10 16:53:37 +0000 2017
829878982036299777,0,5089,Fri Feb 10 02:25:42 +0000 2017
829861396166877184,12355,1976,Fri Feb 10 01:15:49 +0000 2017
829501995190984704,32102,10728,Thu Feb 09 01:27:41 +0000 2017
829449946868879360,10566,2052,Wed Feb 08 22:00:52 +0000 2017
829141528400556032,24677,7446,Wed Feb 08 01:35:19 +0000 2017
829011960981237760,53696,16496,Tue Feb 07 17:00:28 +0000 2017
828801551087042563,0,3457,Tue Feb 07 03:04:22 +0000 2017
828770345708580865,25862,5941,Tue Feb 07 01:00:22 +0000 2017
828708714936930305,36925,11326,Mon Feb 06 20:55:28 +0000 2017
828650029636317184,9621,1367,Mon Feb 06 17:02:17 +0000 2017
828409743546925057,6420,1179,Mon Feb 06 01:07:28 +0000 2017
828408677031882754,7761,1306,Mon Feb 06 01:03:14 +0000 2017
828381636999917570,12732,2244,Sun Feb 05 23:15:47 +0000 2017
828376505180889089,7464,1087,Sun Feb 05 22:55:23 +0000 2017
828372645993398273,12692,2983,Sun Feb 05 22:40:03 +0000 2017
828361771580813312,2219,173,Sun Feb 05 21:56:51 +0000 2017
828046555563323392,11911,2913,Sun Feb 05 01:04:17 +0000 2017
828011680017821696,10468,2174,Sat Feb 04 22:45:42 +0000 2017
827933404142436356,20353,5317,Sat Feb 04 17:34:40 +0000 2017
827653905312006145,15684,3059,Fri Feb 03 23:04:02 +0000 2017
827600520311402496,7528,955,Fri Feb 03 19:31:54 +0000 2017
827324948884643840,16061,3103,Fri Feb 03 01:16:53 +0000 2017
827199976799354881,10708,2258,Thu Feb 02 17:00:17 +0000 2017
826958653328592898,21858,5089,Thu Feb 02 01:01:21 +0000 2017
826848821049180160,36835,10320,Wed Feb 01 17:44:55 +0000 2017
826615380357632002,0,4040,Wed Feb 01 02:17:19 +0000 2017
826598799820865537,5180,257,Wed Feb 01 01:11:25 +0000 2017
826598365270007810,10180,2381,Wed Feb 01 01:09:42 +0000 2017
826476773533745153,18652,4258,Tue Jan 31 17:06:32 +0000 2017
826240494070030336,13469,2645,Tue Jan 31 01:27:39 +0000 2017
826204788643753985,4941,938,Mon Jan 30 23:05:46 +0000 2017
826115272272650244,15860,3184,Mon Jan 30 17:10:04 +0000 2017
825876512159186944,10609,1903,Mon Jan 30 01:21:19 +0000 2017
825829644528148480,12902,2522,Sun Jan 29 22:15:05 +0000 2017
825535076884762624,57548,17784,Sun Jan 29 02:44:34 +0000 2017
825147591692263424,18563,4606,Sat Jan 28 01:04:51 +0000 2017
825120256414846976,0,1284,Fri Jan 27 23:16:13 +0000 2017
825026590719483904,6395,1284,Fri Jan 27 17:04:02 +0000 2017
824796380199809024,0,5583,Fri Jan 27 01:49:15 +0000 2017
824775126675836928,15153,3579,Fri Jan 27 00:24:48 +0000 2017
824663926340194305,10243,1771,Thu Jan 26 17:02:56 +0000 2017
824325613288833024,11988,10681,Wed Jan 25 18:38:36 +0000 2017
824297048279236611,15284,3935,Wed Jan 25 16:45:05 +0000 2017
824025158776213504,4889,606,Tue Jan 24 22:44:42 +0000 2017
823939628516474880,10774,2751,Tue Jan 24 17:04:50 +0000 2017
823719002937630720,0,11393,Tue Jan 24 02:28:08 +0000 2017
823699002998870016,14189,2561,Tue Jan 24 01:08:40 +0000 2017
823581115634085888,13230,2671,Mon Jan 23 17:20:14 +0000 2017
823333489516937216,709,25,Mon Jan 23 00:56:15 +0000 2017
823322678127919110,15967,4101,Mon Jan 23 00:13:17 +0000 2017
823269594223824897,0,10062,Sun Jan 22 20:42:21 +0000 2017
822975315408461824,17574,3515,Sun Jan 22 01:12:59 +0000 2017
822872901745569793,133639,44059,Sat Jan 21 18:26:02 +0000 2017
822859134160621569,13488,2329,Sat Jan 21 17:31:20 +0000 2017
822647212903690241,0,6527,Sat Jan 21 03:29:14 +0000 2017
822610361945911296,15050,3011,Sat Jan 21 01:02:48 +0000 2017
822489057087389700,18442,6527,Fri Jan 20 17:00:46 +0000 2017
822462944365645825,28530,14608,Fri Jan 20 15:17:01 +0000 2017
822244816520155136,35520,10062,Fri Jan 20 00:50:15 +0000 2017
822163064745328640,0,4874,Thu Jan 19 19:25:24 +0000 2017
